f_name,l_name,gender,area_code,phone,city,state,zip,marital_status,has_child,salary,rate,single_exemp,married_exemp,child_exemp
Ling,Pennings,F,303,879-6033,CHAMA,CO,81126,S,N,45000,4.63,0,0,0
Stabislas,Murtafg,F,757,704-9978,RHOADESVILLE,VA,22542,M,Y,15000,5.214286,0,1800,900
Duong,Jesty,F,443,211-9840,CLEAR SPRING,MD,21722,S,Y,60000,4.75,2400,0,2400
Duri,Anido,M,302,750-2687,DOVER,DE,19901,S,N,50000,5.268182,110,0,0
Sape,Thistlewaite,F,334,814-8177,BIRMINGHAM,AL,35202,M,N,90000,5,0,3000,0
Ferran,Mozdzynski,F,574,651-6253,BRYANT,IN,47326,S,N,45000,3.4,1000,0,0
Ryosuke,Basawa,F,651,958-7804,BUTTERFIELD,MN,56120,M,N,65000,7.724066,0,6600,0
Shibin,Denna,F,785,734-4771,PARTRIDGE,KS,67566,S,N,5000,3.5,2250,0,0
Huaiqing,Heberlein,M,702,756-4985,ELKO,NV,89802,M,Y,5000,0,0,0,0
Houria,Tiskin,M,617,990-2563,ROCHESTER,MA,2770,S,N,60000,5.3,3575,0,0
Keizo,Choobineh,M,973,156-5521,LUMBERTON,NJ,8048,M,Y,30000,1.5577083,0,2000,1500
Ardaman,Bhal,M,630,357-8581,ARROWSMITH,IL,61722,M,Y,45000,3,0,4000,2000
Raschid,Eilenberg,F,308,182-5135,OMAHA,NE,68114,M,N,85000,6.84,0,206,0
Stina,Doushou,M,308,725-4742,LINCOLN,NE,68505,S,Y,65000,6.84,103,0,103
Xiaoqiang,Klimesch,M,713,792-9552,BEDIAS,TX,77831,M,Y,90000,0,0,0,0
Abimbola,Fucik,F,615,764-5668,NUNNELLY,TN,37137,M,N,75000,0,0,0,0
Renato,Millo,F,541,946-3443,KLAMATH FALLS,OR,97601,S,Y,10000,9,159,0,159
Kate,Stanion,M,316,403-4067,WELLINGTON,KS,67152,S,Y,80000,6.45,2250,0,2250
Nami,Callen,M,618,870-9678,CALHOUN,IL,62419,S,N,80000,3,2000,0,0
Jen,Wijk,M,302,270-9962,ELLENDALE,DE,19941,M,N,45000,4.927273,0,220,0
Zuotao,Geniet,M,828,430-1689,BESSEMER CITY,NC,28016,M,N,50000,6.7814684,0,6600,0
Lofti,Lomanto,F,864,522-8993,CHARLESTON,SC,29424,M,Y,65000,7,0,6600,3300
Cemal,DuCasse,F,703,251-7277,EASTVILLE,VA,23347,S,Y,70000,5.75,900,0,900
Wubin,Itajima,M,541,479-2847,IRRIGON,OR,97844,M,N,90000,9,0,318,0
Ivailo,Gran,F,307,173-7177,SMOOT,WY,83126,S,N,45000,0,0,0,0
Aniruddha,Ertl,M,580,253-1595,SHADY POINT,OK,74956,S,Y,90000,6.25,1000,0,1000
Llorenc,Zaumen,M,351,239-4973,PLYMOUTH,MA,2361,S,N,15000,5.3,3575,0,0
Narjes,Sancho,M,864,834-2936,JACKSONBORO,SC,29452,M,Y,60000,7,0,6600,3300
Hilding,Blumrich,F,870,156-2469,SALEM,AR,72576,M,Y,75000,7,0,40,20
Jem,Klingspor,M,775,280-4029,MINDEN,NV,89423,M,Y,35000,0,0,0,0
Shuji,Deffuant,F,920,303-3900,APPLETON,WI,54915,M,N,20000,4.7939067,0,1400,0
Hazim,Eliens,M,563,752-8126,LUTHER,IA,50152,M,Y,50000,7.8829904,0,80,40
Vijayan,Takeoka,M,304,960-8221,CHARLESTON,WV,25322,S,N,40000,5.1000004,2000,0,0
Saku,Redd,F,203,559-4879,WEST HARTFORD,CT,6107,S,N,75000,5,12750,0,0
Anh,Brightwell,M,641,491-5266,IOWA CITY,IA,52245,S,N,20000,3.2516527,40,0,0
Charmane,Embury,F,808,230-9581,PAIA,HI,96779,S,Y,80000,8.25,1040,0,1040
Shinobu,Nuseibeh,M,802,696-4374,WEST CHARLESTON,VT,5872,M,N,55000,4.099376,0,6600,0
Pankaj,Grabow,M,701,423-8113,HAMPDEN,ND,58338,S,N,75000,2.6251287,3300,0,0
Jana,Manthey,M,504,372-5383,NEW ORLEANS,LA,70127,M,N,35000,6,0,9000,0
Arantza,Renshaw,F,304,724-9882,LYBURN,WV,25632,M,Y,35000,4.75,0,4000,2000
Gurbir,Urbano,M,843,120-8251,RICHBURG,SC,29729,M,Y,30000,7,0,6600,3300
Ashoka,Dratva,F,801,979-4438,SALT LAKE CITY,UT,84124,M,Y,40000,7,0,4950,2475
Sadeph,Yntema,M,304,312-3067,MAYSEL,WV,25133,M,Y,10000,3,0,4000,2000
Rowena,McGranaghan,M,401,708-5108,BRADFORD,RI,2808,S,Y,30000,0,0,0,0
Kyle,Tsiligaridis,M,501,610-5619,RISON,AR,71665,M,Y,85000,7,0,40,20
Leysia,Kossowski,M,603,259-4321,WILMOT,NH,3287,M,Y,25000,0,0,0,0
Zahidul,Czap,M,912,932-3339,ATLANTA,GA,30375,S,N,65000,6,2700,0,0
Luiza,Daszczuk,F,720,482-5629,LAZEAR,CO,81420,S,Y,55000,4.63,0,0,0
Henner,Ruthven,F,773,931-8680,EAST SAINT LOUIS,IL,62204,S,Y,95000,3,2000,0,2000
Lily,Luther,M,808,644-3404,NAALEHU,HI,96772,M,Y,65000,8.25,0,2080,1040
Claes,Hedger,M,304,973-3773,KINGWOOD,WV,26537,S,Y,95000,6.5,2000,0,2000
Yasuyoshi,Kinley,M,339,262-9792,NANTUCKET,MA,2554,S,N,30000,5.3,3575,0,0
Kyunghee,Yijun,F,808,164-1314,HONOLULU,HI,96819,M,Y,30000,6.447368,0,2080,1040
Dann,Schank,M,630,545-4449,SCHAUMBURG,IL,60159,S,N,10000,3,2000,0,0
Aitao,Reinhard,M,919,962-6616,CHARLOTTE,NC,28220,S,N,40000,6.571678,3300,0,0
Gitta,Cacciabue,F,701,233-9920,STIRUM,ND,58069,M,N,90000,2.7990127,0,6600,0
Puneet,Kaka,F,504,921-1278,BATON ROUGE,LA,70802,S,Y,100000,6,4500,0,1000
Burkhart,Vignes,F,603,760-3363,TROY,NH,3465,S,N,80000,0,0,0,0
Yifei,Kahl,M,208,645-6031,DINGLE,ID,83233,M,Y,70000,7.8,0,6600,3300
Karthick,Prunet,M,402,581-5264,PARKS,NE,69041,M,Y,95000,6.84,0,206,103
Gada,Ebanks,F,505,117-7749,ALBUQUERQUE,NM,87185,S,Y,55000,5.3,3300,0,3300
Peggy,Moustafa,M,225,497-6327,SHREVEPORT,LA,71162,S,Y,100000,6,4500,0,1000
Rance,Becraft,M,406,400-7102,HELENA,MT,59626,S,N,75000,6.9,1900,0,0
Munehiro,Semmens,F,816,208-5732,BEAUFORT,MO,63013,M,Y,70000,6,0,4200,1200
Shibin,Raufmann,F,256,938-3039,SYLACAUGA,AL,35151,M,Y,60000,5,0,3000,300
Hazim,Vygen,M,808,140-2740,HONOLULU,HI,96815,M,Y,45000,8.25,0,2080,1040
Lasse,Crubille,M,435,376-8918,AXTELL,UT,84621,M,N,30000,7,0,4950,0
Arlene,Syed,M,401,486-9458,PRUDENCE ISLAND,RI,2872,S,N,50000,0,0,0,0
Shri,Nagasaki,F,435,323-6737,SALT LAKE CITY,UT,84111,M,Y,80000,7,0,4950,2475
Dentcho,Stancampiano,F,251,323-3878,CUSSETA,AL,36852,M,Y,40000,5,0,3000,300
Takaaki,Treble,F,769,252-1376,GREENVILLE,MS,38701,M,Y,5000,3,0,12000,1500
Hiroaki,Botten,M,251,649-6540,BIRMINGHAM,AL,35221,S,Y,55000,5,1500,0,300
Pintsang,Chauche,F,417,642-6699,CHERRYVILLE,MO,65446,M,Y,30000,6,0,4200,1200
Tarek,Lanzelotte,F,276,861-3696,CHARLOTTESVILLE,VA,22908,M,N,45000,5.75,0,1800,0
Noel,Mauskar,M,907,412-6864,ALEKNAGIK,AK,99555,M,Y,80000,0,0,0,0
Ingbert,Pelecq,M,503,261-2167,KLAMATH FALLS,OR,97602,M,Y,30000,9,0,318,159
Arupratan,Lorho,M,417,594-6665,SAINT LOUIS,MO,63160,M,N,10000,6,0,4200,0
Meilir,Brutlag,F,970,180-1425,LITTLETON,CO,80122,M,Y,35000,4.63,0,0,0
Vannevar,Lalanne,F,719,644-4172,LYONS,CO,80540,M,Y,70000,4.63,0,0,0
Heekyoung,Hallam,F,401,526-4302,FISKEVILLE,RI,2823,M,Y,5000,0,0,0,0
Swapna,Balluchi,F,307,944-4766,FE WARREN AFB,WY,82005,S,N,90000,0,0,0,0
Cedric,O'Reagan,M,410,712-6906,BALTIMORE,MD,21235,M,Y,100000,4.75,0,4800,2400
Seizaburo,Tardiff,M,860,286-9584,STRATFORD,CT,6614,S,N,30000,5,12750,0,0
Kristy,Iturrioz,F,203,785-7290,WATERBURY,CT,6702,M,Y,55000,5,0,24500,0
Moonwook,Benoit,M,209,424-2916,LOS ANGELES,CA,90017,S,N,25000,5.410157,87,0,0
Dang,Asser,F,939,458-9685,SAN JUAN,PR,922,S,Y,75000,0,0,0,0
Tomomasa,Newton,F,801,385-6594,SANDY,UT,84090,S,Y,95000,7,2475,0,2475
Declan,Thambidurai,M,603,786-7108,AMHERST,NH,3031,M,N,40000,0,0,0,0
Riqiang,Senzako,M,830,382-8665,TENNESSEE COLONY,TX,75884,S,Y,95000,0,0,0,0
Aahok,Nerjes,M,860,224-7261,ANDOVER,CT,6232,M,Y,60000,5,0,24500,0
Shuling,Jurik,F,423,695-9546,FRUITVALE,TN,38336,S,N,10000,0,0,0,0
Zhixi,Purdy,M,402,875-3642,ROCA,NE,68430,M,Y,90000,6.84,0,206,103
Fahiem,Kruskal,F,830,662-1586,LACKLAND A F B,TX,78236,S,Y,95000,0,0,0,0
Dusanka,Ellozy,M,406,825-7727,SCOBEY,MT,59263,M,N,55000,6.9,0,3800,0
Hrant,Katona,F,518,106-8186,WAWARSING,NY,12489,S,N,25000,4.0984755,0,0,0
Yiwen,Brinkschulte,F,808,363-6905,HONOLULU,HI,96810,M,N,20000,4.644737,0,2080,0
Tomohito,Pinker,M,334,468-6701,PANOLA,AL,35477,M,N,90000,5,0,3000,0
Remy,Spielman,M,316,591-7027,ROCK,KS,67131,S,N,30000,6.45,2250,0,0
Nadjiba,Lucia,M,208,112-7035,BOISE,ID,83716,S,N,45000,7.8,3300,0,0
Miyoki,Arentze,F,947,594-5303,SEBEWAING,MI,48759,M,N,40000,3.9,0,6200,0
Mayuko,Vongsathorn,M,815,619-2386,MARTINTON,IL,60951,M,N,30000,3,0,4000,0
Emily,Rehn,F,719,198-8841,GUNNISON,CO,81247,S,Y,5000,4.63,0,0,0
Badrul,Leonetti,M,307,803-5164,STORY,WY,82842,S,N,60000,0,0,0,0
Iwen,Vecchi,M,202,149-4531,WASHINGTON,DC,20062,M,Y,10000,4.5,0,2740,1370
Olle,Koschel,F,307,952-3514,CASPER,WY,82601,S,N,65000,0,0,0,0
Thiagarajan,Emmerich,F,316,543-3444,ROCK,KS,67131,S,N,45000,6.45,2250,0,0
Motoyasu,Benveniste,F,304,356-3342,HARPERS FERRY,WV,25425,M,Y,60000,6.5,0,4000,2000
Pham,Birsak,F,208,507-1563,PECK,ID,83545,S,Y,100000,7.8,3300,0,3300
Eiichiro,Roizen,F,334,185-3770,GARDEN CITY,AL,35070,S,N,85000,5,1500,0,0
Annika,Samaria,M,469,920-9359,SAN ANTONIO,TX,78264,S,Y,35000,0,0,0,0
Qing,Biagini,M,701,726-8444,MAIDA,ND,58255,S,N,90000,2.7990127,3300,0,0
Kumiko,Estier,M,551,412-6555,BELMAR,NJ,7715,S,N,75000,2.267396,1000,0,0
Genta,Lebrave,M,757,357-2988,ROANOKE,VA,24009,S,Y,65000,5.75,900,0,900
Gregor,Zabel,M,417,900-8028,BRECKENRIDGE,MO,64625,S,Y,75000,6,2100,0,1200
Lubor,Evett,M,260,413-8431,TEFFT,IN,46380,M,N,35000,3.4,0,2000,0
Zhenbing,Simha,F,706,959-7664,ATLANTA,GA,30328,M,Y,100000,6,0,5400,3000
Yehia,Christianson,F,571,252-3367,ROANOKE,VA,24045,M,Y,60000,5.75,0,1800,900
Anca,Ruhleder,F,302,891-9161,LEWES,DE,19958,M,Y,90000,5.95,0,220,110
Cevdet,Therber,M,734,490-3448,HARBERT,MI,49115,M,Y,45000,3.9,0,6200,3100
Sahibsingh,Gluchowski,F,907,212-7975,NOME,AK,99762,M,Y,95000,0,0,0,0
Mihalis,English,F,202,919-9577,WASHINGTON,DC,20081,S,Y,80000,9,1370,0,1370
Hyungill,Wroclawski,M,803,609-3882,SUMTER,SC,29153,M,Y,45000,7,0,6600,3300
Gretchen,Zrehen,M,406,592-4838,BROCKWAY,MT,59214,M,N,10000,4.916379,0,3800,0
Hachidai,Ovrutcki,M,703,622-2584,CARRSVILLE,VA,23315,S,Y,60000,5.75,900,0,900
Rikard,Shemesh,F,406,274-4994,SUMATRA,MT,59083,M,Y,55000,6.9,0,3800,1900
Robb,Cusworth,F,623,603-2963,NOGALES,AZ,85662,M,Y,35000,3.2575,0,4200,2300
Anuchit,Habib,M,732,981-4869,DOVER,NJ,7801,M,Y,70000,2.1885417,0,2000,1500
Yasushi,Ancourt,M,860,965-4074,SALISBURY,CT,6068,M,N,100000,5,0,24500,0
Quang,Zador,M,307,810-9456,MEDICINE BOW,WY,82329,S,Y,90000,0,0,0,0
Etsuya,Sreerama,M,715,215-2567,FONTANA,WI,53125,M,N,50000,5.3151608,0,1400,0
Giorgio,Weischedel,M,406,793-2909,FLORENCE,MT,59833,S,N,90000,6.9,1900,0,0
Guhan,Raghavendra,M,207,773-9513,CROUSEVILLE,ME,4738,M,Y,50000,8.5,0,5700,2850
Raghavan,Vetland,F,479,922-4776,DERMOTT,AR,71638,S,Y,50000,7,20,0,20
Bernold,Thallinger,M,908,487-3940,SOMERSET,NJ,8873,S,Y,35000,1.6365625,1000,0,1500
Knuth,Toledo,F,501,775-3251,OZONE,AR,72854,M,N,70000,7,0,40,0
Takehito,Podilchuk,M,302,737-7663,NASSAU,DE,19969,M,Y,70000,5.95,0,220,110
Zhenbing,Munetoh,F,404,782-1419,MOULTRIE,GA,31768,S,N,95000,6,2700,0,0
Ansgar,Eskicioglu,F,802,848-8417,WEST DOVER,VT,5356,S,N,15000,3.6,3300,0,0
Jayme,Unemi,M,870,136-2501,YELLVILLE,AR,72687,S,Y,5000,1.3826939,20,0,20
Amante,Oberhauser,M,917,870-2811,LEICESTER,NY,14481,M,Y,5000,4,0,0,1000
Fracisco,Poujol,F,334,933-5274,SELMA,AL,36701,S,N,60000,5,1500,0,0
Yossi,Nicaud,M,605,936-1452,ARMOUR,SD,57313,S,N,35000,0,0,0,0
Donna,Herity,M,480,347-1310,FORT THOMAS,AZ,85536,S,N,70000,3.8,2100,0,0
Dongseung,Bolliger,F,712,121-1418,GOOSE LAKE,IA,52750,M,N,45000,7.111101,0,80,0
Clyde,Streicher,F,276,137-3435,NORTON,VA,24273,M,N,85000,5.75,0,1800,0
Chaitanya,Karedla,M,406,629-5615,BILLINGS,MT,59117,M,Y,100000,6.9,0,3800,1900
Yasuichi,Sereno,M,859,740-5321,OWINGSVILLE,KY,40360,M,Y,30000,3.5,0,40,20
Danielle,Mokryn,F,989,799-3416,ROCKWOOD,MI,48173,S,N,25000,3.9,3100,0,0
Talia,Khachiyan,F,859,786-7777,KEENE,KY,40339,M,N,20000,2.9444444,0,40,0
Liehuey,Polster,F,360,712-3790,PASCO,WA,99302,S,Y,5000,0,0,0,0
Arif,Janetzko,F,985,459-2422,LAKE CHARLES,LA,70612,M,Y,60000,6,0,9000,1000
Xiangfeng,Preteux,F,870,842-2267,CASA,AR,72025,S,N,85000,7,20,0,0
Keiichiro,Rosay,F,860,302-1720,STAMFORD,CT,6921,M,Y,25000,5,0,24500,0
Masami,Keeffe,M,808,433-7752,EWA BEACH,HI,96706,M,N,80000,8.25,0,2080,0
Genoveffa,McQuire,F,406,885-5530,COOKE CITY,MT,59020,S,Y,35000,6.9,1900,0,1900
Wessel,Collaud,F,307,291-6655,FOUR CORNERS,WY,82715,S,Y,35000,0,0,0,0
Onkar,Aponte,F,302,325-6486,WILMINGTON,DE,19850,M,Y,20000,3.2227273,0,220,110
Toshio,Higginson,M,203,982-3164,GILMAN,CT,6336,S,N,25000,5,12750,0,0
Yacine,Dress,F,307,153-2859,DEAVER,WY,82421,M,Y,15000,0,0,0,0
Izaskun,Cucka,F,947,258-3743,GOWEN,MI,49326,S,Y,25000,3.9,3100,0,3100
Krisda,Coover,F,864,693-3986,LYNCHBURG,SC,29080,M,Y,85000,7,0,6600,3300
Stacey,Ciampi,F,715,362-5512,BAILEYS HARBOR,WI,54202,M,N,65000,5.575788,0,1400,0
Gajanana,Halgason,F,334,423-6884,BRANTLEY,AL,36009,S,Y,10000,5,1500,0,300
Suleyman,Lavie,M,706,357-4275,ATLANTA,GA,30343,M,Y,100000,6,0,5400,3000
Yogesh,Stage,M,775,567-3663,LAMOILLE,NV,89828,S,Y,25000,0,0,0,0
Sefeng,Cesareni,M,816,764-9872,SAINT LOUIS,MO,63102,S,N,5000,3.75,2100,0,0
Sivanarayana,Dicky,M,619,193-5805,YORBA LINDA,CA,92885,M,Y,30000,6.590543,0,174,272
Eenjan,Schalk,F,607,521-4800,PALENVILLE,NY,12463,M,N,55000,4.272256,0,0,0
Melchior,Cippico,M,304,561-5793,BIG SPRINGS,WV,26137,M,Y,90000,6.5,0,4000,2000
Konstantinos,Bashian,M,208,709-5775,LAVA HOT SPRINGS,ID,83246,S,Y,85000,7.8,3300,0,3300
Helga,Viehstaedt,F,401,793-5981,PRUDENCE ISLAND,RI,2872,M,N,40000,0,0,0,0
Yinyu,Ushiama,M,913,896-4071,OLATHE,KS,66051,S,N,75000,6.45,2250,0,0
Karina,Blinzer,F,423,943-3250,SHILOH,TN,38376,M,N,70000,0,0,0,0
Jin,Schroff,M,304,745-2143,MARTINSBURG,WV,25404,S,N,35000,4.75,2000,0,0
Karoline,Huxford,M,602,553-2971,TEMPE,AZ,85285,M,Y,85000,4.0325,0,4200,2300
Miheko,Leathers,M,267,747-5693,DUNBAR,PA,15431,M,Y,100000,3.07,0,0,0
Murlikrishna,Nishanov,M,939,383-2474,LUQUILLO,PR,773,M,N,5000,0,0,0,0
Djamal,Ouhyoung,M,307,706-4496,SAVERY,WY,82332,S,Y,90000,0,0,0,0
Marzena,Maldonado,F,913,105-7503,MAPLE HILL,KS,66507,M,Y,15000,3.5,0,4500,2250
Mariangiola,Lipner,M,202,404-3795,WASHINGTON,DC,20372,S,N,75000,9,1370,0,0
Travis,Wehrenberg,F,636,935-1719,GRANGER,MO,63442,M,Y,15000,6,0,4200,1200
Tunhow,Haselbock,M,952,132-4389,UNDERWOOD,MN,56586,S,N,95000,7.85,3300,0,0
Cedric,Oppitz,M,505,906-9336,LINDRITH,NM,87029,S,Y,70000,5.3,3300,0,3300
Leucio,Krauser,M,334,607-8168,LAPINE,AL,36046,M,N,55000,5,0,3000,0
Elisa,d'Argence,M,208,476-1187,HOPE,ID,83836,M,Y,55000,7.8,0,6600,3300
Jaehyung,D'Amiano,M,609,309-3633,SAYREVILLE,NJ,8872,S,N,10000,1.4,1000,0,0
Oystein,Give'on,M,845,476-4229,MERIDIAN,NY,13113,S,N,85000,4.4460363,0,0,0
Fukumi,O'Boyle,F,580,377-2271,COLLINSVILLE,OK,74021,S,N,45000,6.25,1000,0,0
Yennun,O'Donoghue,F,208,518-6174,CARMEN,ID,83462,M,N,85000,7.8,0,6600,0
Bjajesh,D'Auria,F,702,648-7004,RENO,NV,89504,M,Y,55000,0,0,0,0
Guang,O'Young,M,402,557-8316,PALISADE,NE,69040,M,N,90000,6.84,0,206,0
Byron,d'Astous,M,808,160-5912,CAPTAIN COOK,HI,96704,S,N,75000,8.25,1040,0,0
Chendong,d'Acierno,F,417,723-3383,SAINT LOUIS,MO,63121,S,Y,45000,6,2100,0,1200
Guoqiang,D'Agostino,M,603,332-6783,NEWPORT,NH,3773,S,N,5000,0,0,0,0
Cun,d'Alcantara,M,931,936-5869,DRESDEN,TN,38225,M,Y,95000,0,0,0,0
Sophia,D'Agostino,F,205,987-8050,ANDALUSIA,AL,36420,M,N,40000,5,0,3000,0
Daron,D'Ambra,F,520,465-2979,GLENDALE,AZ,85306,M,N,50000,3.49,0,4200,0
Henda,d'Astous,M,574,252-5051,PALMYRA,IN,47164,M,N,60000,3.4,0,2000,0
Cedric,O'Reagan,M,410,712-6906,BALTIMORE,MD,21235,M,Y,100000,4.75,0,4800,2400
Pentti,D'Hooge,F,308,197-8097,LONG PINE,NE,69217,S,N,40000,6.84,103,0,0
Siba,D'Amiano,F,580,188-7033,AGRA,OK,74824,S,N,40000,6.25,1000,0,0
Jurjen,D'Hooge,F,334,487-4131,MOBILE,AL,36690,S,Y,85000,5,1500,0,300
Wenyu,Il'in,F,234,578-2841,HIGGINSPORT,OH,45131,M,N,75000,3.0356412,0,2600,0
Tilo,D'Aloisi,F,509,872-5881,SATSOP,WA,98583,S,Y,65000,0,0,0,0
Xin,O'Halloran,F,520,865-1136,TUCSON,AZ,85717,S,N,10000,2.87,2100,0,0
Motoaki,Vorc'h,M,406,708-6159,COLSTRIP,MT,59323,S,N,60000,6.9,1900,0,0
Harngdar,N'Dong,F,401,720-4205,WEST GREENWICH,RI,2817,S,N,5000,0,0,0,0
Dimitris,O'Hallaron,F,870,733-3855,SMITHVILLE,AR,72466,S,N,10000,2.5778654,20,0,0
Duro,D'Auria,M,302,517-7618,BETHEL,DE,19931,S,Y,45000,4.927273,110,0,110
Kejun,D'Auria,M,415,239-9806,RIVERSIDE,CA,92503,S,N,10000,1.869,87,0,0
Reino,O'Callaghan,M,605,664-8767,COLMAN,SD,57017,S,Y,80000,0,0,0,0
Eevi,d'Astous,F,620,551-4284,GREENSBURG,KS,67054,S,N,70000,6.45,2250,0,0
Lalgudi,D'Ambra,F,301,221-8097,ROCK HALL,MD,21661,M,N,15000,4.75,0,4800,0
Roni,d'Inverno,M,808,298-1016,HONOLULU,HI,96813,S,Y,30000,6.447368,1040,0,1040
Darryl,d'Argence,F,410,540-2771,FULTON,MD,20759,M,N,30000,4.75,0,4800,0
Anish,D'Auria,F,939,565-9364,ARECIBO,PR,613,S,Y,70000,0,0,0,0
Hyunok,d'Inverno,M,603,768-1325,BELMONT,NH,3220,S,Y,15000,0,0,0,0
Hendra,O'Boyle,F,914,241-8448,MONROE,NY,10950,M,Y,75000,4.3881097,0,0,1000
Fuyau,O'Hallaron,F,907,147-4579,FORT YUKON,AK,99740,S,Y,65000,0,0,0,0
Yixiu,N'Dong,F,623,480-3941,SONOITA,AZ,85637,S,N,50000,3.49,2100,0,0
Toshikazu,L'Ecuyer,F,931,650-2661,COOKEVILLE,TN,38506,M,N,90000,0,0,0,0
Huifen,D'Hont,M,480,809-1501,MARBLE CANYON,AZ,86036,M,N,20000,3.0249999,0,4200,0
Achour,O'Riordan,M,720,438-7045,HUGO,CO,80821,M,Y,85000,4.63,0,0,0
Brijesh,D'Aloisi,M,256,796-6278,COKER,AL,35452,M,N,20000,5,0,3000,0
Alan,O'Reagan,M,843,635-7891,ROCK HILL,SC,29730,S,Y,100000,7,3300,0,3300
Hongji,O'Halloran,M,623,121-2767,LAKE HAVASU CITY,AZ,86406,S,N,90000,4.11,2100,0,0
Toshiaki,O'Callaghan,F,216,271-6332,MIDDLEPORT,OH,45760,S,N,10000,0.8779744,1300,0,0
Eunsook,L'Excellent,M,907,627-6097,MINTO,AK,99758,S,N,50000,0,0,0,0
Nasreddine,N'Dong,M,808,262-7190,MOUNTAIN VIEW,HI,96771,M,Y,30000,6.447368,0,2080,1040
Roji,O'Cinneide,M,251,753-9091,BIRMINGHAM,AL,35238,S,Y,95000,5,1500,0,300
Vasken,d'Inverno,M,860,436-9926,TORRINGTON,CT,6790,M,N,20000,5,0,24500,0
Jerald,O'Hallaron,M,207,621-1572,LIMINGTON,ME,4049,S,Y,80000,8.5,2850,0,2850
Wesley,Ugol'nikov,M,339,919-9485,CAMBRIDGE,MA,2239,S,N,100000,5.3,3575,0,0
Amber,D'Ambra,M,541,634-9141,CRANE,OR,97732,S,Y,5000,7.4102564,159,0,159
Ladan,d'Astous,F,660,997-2887,SAINT LOUIS,MO,63122,S,N,55000,6,2100,0,0
Hergen,O'Cinneide,M,907,140-6130,PORT HEIDEN,AK,99549,S,Y,60000,0,0,0,0
Luan,d'Acierno,M,605,599-3866,ROSHOLT,SD,57260,S,N,95000,0,0,0,0
Noela,L'Excellent,M,360,951-2738,SEATTLE,WA,98144,M,Y,40000,0,0,0,0
Gian,O'Callaghan,M,435,608-2119,FILLMORE,UT,84631,S,N,70000,7,2475,0,0
Tadanori,d'Argence,M,802,982-9628,LONDONDERRY,VT,5148,S,Y,55000,4.099376,3300,0,3300
Tevfik,D'Agostino,M,573,711-6048,BOGARD,MO,64622,M,N,30000,6,0,4200,0
Sankaran,O'Boyle,M,406,200-5111,CORVALLIS,MT,59828,S,N,45000,6.9,1900,0,0
Rishiyur,L'Ecuyer,M,580,263-9100,FORGAN,OK,73938,M,N,20000,6.25,0,2000,0
Blake,D'Hooge,M,307,788-1347,HAWK SPRINGS,WY,82217,M,N,60000,0,0,0,0
Nripendra,D'Silva,F,505,381-8238,JARALES,NM,87023,M,Y,45000,5.3,0,6600,3300
Chrysanthos,Il'in,F,435,460-3503,CENTERVILLE,UT,84014,S,N,70000,7,2475,0,0
Hidenosuke,O'Neill,F,217,181-2059,MIDDLETOWN,IL,62666,S,N,70000,3,2000,0,0
Arumugam,Zhil'tzova,M,603,522-2467,SEABROOK,NH,3874,M,N,90000,0,0,0,0
Milton,O'Donoghue,F,307,642-5830,CLEARMONT,WY,82835,M,N,25000,0,0,0,0
Paolino,d'Acierno,M,660,801-7157,PIERCE CITY,MO,65723,S,Y,40000,6,2100,0,1200
Hauke,O'Dunlaing,M,405,647-3638,WILBURTON,OK,74578,M,N,70000,6.25,0,2000,0
Leszek,Narin'ani,M,989,866-6987,WARREN,MI,48092,M,N,85000,3.9,0,6200,0
Dhananjay,Vorc'h,F,208,583-3283,BOISE,ID,83726,S,Y,50000,7.8,3300,0,3300
Maartje,O'Donoghue,M,308,735-8857,CRAIG,NE,68019,M,N,85000,6.84,0,206,0
Chenhua,D'Auria,F,859,948-1406,EZEL,KY,41425,M,N,95000,6,0,40,0
Snjiv,d'Alcantara,F,660,664-8839,MILO,MO,64767,S,Y,45000,6,2100,0,1200
Seung,O'Halloran,F,208,146-6647,INDIAN VALLEY,ID,83632,M,Y,45000,7.8,0,6600,3300
Leaf,D'Ambra,F,276,950-1028,WATTSVILLE,VA,23483,S,Y,85000,5.75,900,0,900
Maite,d'Argence,F,406,952-9229,FLAXVILLE,MT,59222,M,Y,50000,6.9,0,3800,1900
Filiberto,d'Astous,M,503,400-8525,ESTACADA,OR,97023,M,N,45000,9,0,318,0
Belli,O'Donoghue,F,408,157-7083,ANAHEIM,CA,92825,S,N,90000,9.3,87,0,0
Franceso,D'Amiano,M,269,821-1141,CENTRAL LAKE,MI,49622,M,N,70000,3.9,0,6200,0
Lyndon,O'Reagan,F,203,677-5599,NORWICH,CT,6360,M,Y,10000,NaN,0,24500,0
Cullen,Narin'ani,F,603,592-3236,JACKSON,NH,3846,S,N,75000,0,0,0,0
Makato,D'Aloisi,F,509,336-8329,TOUTLE,WA,98649,S,N,40000,0,0,0,0
Octavio,d'Argence,F,812,600-1401,EAST ENTERPRISE,IN,47019,M,Y,15000,3.4,0,2000,1000
Reimund,D'Aloisi,F,913,628-9624,PFEIFER,KS,67660,S,N,65000,6.45,2250,0,0
Rinat,O'Donoghue,F,484,276-9185,REXMONT,PA,17085,M,Y,25000,3.07,0,0,0
Filioppo,D'Hondt,M,425,348-6557,STRATFORD,WA,98853,M,Y,65000,0,0,0,0
